4	1536	416	400	80	16
4	1664	416	400	576	16
4	2256	416	400	560	16

#----QuestionBrick----
7	176	352	7
7	192	352	7
7	224	304	7
7	240	304	7
7	416	320	7
7	656	384	7
7	704	352	7
